index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month
3172,F,Y,N,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,1,0,0,1,,3,-43
3173,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-12690,-231,1,1,0,0,Sales staff,2,-23
3174,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16989,-3444,1,0,0,0,,2,-5
3175,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,-11809,-536,1,0,0,1,Accountants,3,-20
3176,F,N,Y,0,270000,Commercial associate,Incomplete higher,Married,House / apartment,-14783,-3397,1,0,0,0,Core staff,2,-48
3177,F,N,N,0,306000,State servant,Higher education,Married,House / apartment,-12677,-5587,1,0,0,0,Medicine staff,2,-34
3178,F,Y,Y,0,450000,Pensioner,Higher education,Widow,House / apartment,-22083,365243,1,0,1,0,,1,-14
3179,F,N,Y,0,405000,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,2,-33
3180,M,N,Y,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10189,-1189,1,1,1,0,,3,-36
3181,F,N,Y,1,85500,Working,Secondary / secondary special,Married,House / apartment,-16525,-859,1,1,0,0,Waiters/barmen staff,3,-21
3182,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2,-16
3183,F,N,N,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1353,1,1,0,0,Accountants,4,-6
3184,M,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,-14869,-6904,1,0,1,0,Laborers,2,-6
3185,F,N,N,1,157500,Working,Secondary / secondary special,Widow,House / apartment,-18571,-4602,1,1,0,0,,2,-17
3186,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,-15201,-1845,1,1,1,0,Core staff,2,-9
3187,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,-10559,-429,1,1,1,0,Drivers,2,-18
3188,M,N,N,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2,-36
3189,F,N,N,0,270000,State servant,Higher education,Married,House / apartment,-11451,-2206,1,0,1,0,Accountants,2,-12
3190,F,N,Y,0,202500,Pensioner,Higher education,Single / not married,House / apartment,-21344,365243,1,0,1,1,,1,-44
3191,F,Y,Y,0,157500,Working,Higher education,Married,House / apartment,-14814,-2441,1,1,1,0,Laborers,2,-14
3192,F,N,Y,0,423000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13480,-3153,1,0,0,0,Private service staff,1,-28
3193,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16541,-102,1,1,1,0,Sales staff,2,-48
3194,M,Y,Y,1,810000,Working,Secondary / secondary special,Married,House / apartment,-15989,-2240,1,0,0,0,Laborers,3,-3
3195,F,N,N,2,135000,Working,Secondary / secondary special,Married,With parents,-11296,-1670,1,0,0,0,Core staff,4,-38
3196,F,N,Y,2,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12724,-2635,1,1,0,0,Core staff,4,-29
3197,F,N,N,0,171000,Working,Secondary / secondary special,Married,House / apartment,-17508,-1648,1,0,0,0,Laborers,2,-10
3198,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-20481,-4084,1,0,0,0,Drivers,2,-16
3199,F,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15653,-5500,1,0,0,1,Core staff,2,-46
3200,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,365243,1,0,1,0,,2,-35
3201,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,-22340,365243,1,0,0,0,,2,-47
3202,F,Y,N,2,81000,Working,Higher education,Married,House / apartment,-12358,-3017,1,1,0,0,Sales staff,4,-29
3203,F,N,N,0,94500,Working,Higher education,Married,House / apartment,-16825,-196,1,0,0,0,Security staff,2,-43
3204,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4,-14
3205,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2,-34
3206,M,N,Y,0,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-1525,1,1,1,0,Low-skill Laborers,2,-34
3207,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15290,-1405,1,0,0,0,Laborers,4,-3
3208,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-22361,365243,1,0,0,0,,2,-59
3209,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17163,-3258,1,1,1,0,Sales staff,2,-54
3210,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2,-41
3211,M,Y,Y,0,405000,Working,Higher education,Married,House / apartment,-10772,-546,1,0,0,0,Managers,2,-24
3212,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2,-18
3213,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-18148,-8376,1,0,0,0,,1,-47
3214,F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-17087,-7310,1,1,1,0,Medicine staff,2,-40
3215,F,N,N,0,130500,Pensioner,Secondary / secondary special,Separated,House / apartment,-24293,365243,1,0,0,0,,1,-3
3216,M,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-15168,-200,1,0,0,0,High skill tech staff,1,-7
3217,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-20362,365243,1,0,0,0,,2,-35
3218,M,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-22234,-1506,1,0,1,0,Realty agents,2,-51
3219,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-8738,-126,1,1,0,0,Sales staff,2,-20
3220,M,Y,N,1,292500,Working,Secondary / secondary special,Separated,House / apartment,-12692,-1056,1,0,1,0,Laborers,2,-20
3221,F,N,Y,1,315000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206,-2514,1,0,0,1,Core staff,3,-18
3222,F,N,Y,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,-24058,365243,1,0,1,0,,2,-24
3223,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-20838,365243,1,0,0,0,,2,-28
3224,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,1,0,0,0,Laborers,2,-16
3225,M,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-12992,-734,1,1,1,0,Drivers,2,-7
3226,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,-19317,-6590,1,1,1,1,Laborers,2,-31
3227,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,-15
3228,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12383,-2017,1,1,1,0,Drivers,1,-35
3229,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10450,-1218,1,0,1,1,Laborers,3,-15
3230,F,N,Y,1,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16323,-5467,1,0,0,0,Medicine staff,3,-60
3231,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-15801,-576,1,0,0,0,Managers,4,-10
3232,F,Y,Y,2,225000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,4,-6
3233,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3,-22
3234,M,N,N,1,270000,Working,Secondary / secondary special,Married,House / apartment,-9943,-554,1,1,0,0,Managers,3,-41
3235,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-16699,-628,1,0,1,0,Security staff,3,-2
3236,M,N,Y,0,391500,Working,Secondary / secondary special,Separated,House / apartment,-17522,-1526,1,0,0,0,Security staff,1,-55
3237,M,Y,N,1,171000,Working,Higher education,Married,With parents,-15420,-1563,1,0,0,0,,3,-16
3238,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-17144,-1050,1,0,0,1,Core staff,2,-32
3239,F,Y,Y,0,50850,Pensioner,Higher education,Married,House / apartment,-21864,365243,1,0,0,0,,2,-11
3240,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16817,-4410,1,0,0,1,Sales staff,2,-6
3241,F,N,Y,0,270000,Working,Secondary / secondary special,Married,Municipal apartment,-21088,-8855,1,0,0,0,Laborers,2,-55
3242,M,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15439,-2605,1,0,0,0,Managers,3,-30
3243,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-14579,-185,1,0,1,0,Laborers,2,-52
3244,M,Y,N,1,337500,Commercial associate,Higher education,Separated,House / apartment,-15333,-196,1,0,1,0,Managers,2,-19
3245,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21358,365243,1,0,0,0,,2,-50
3246,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15123,-2873,1,0,1,0,Sales staff,2,0
3247,F,N,N,0,54000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,0,0,,1,-15
3248,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-20360,-400,1,0,0,0,Security staff,2,-52
3249,M,Y,Y,1,450000,Working,Higher education,Married,Office apartment,-18476,-2625,1,0,0,0,Managers,3,-27
3250,M,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,-11964,-4280,1,0,0,0,Laborers,4,-19
3251,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,-12623,-5726,1,0,0,0,Laborers,3,-52
3252,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124,-431,1,0,0,0,Core staff,2,-19
3253,M,N,Y,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21174,-657,1,1,0,1,,2,-20
3254,F,Y,Y,1,207000,Working,Higher education,Married,House / apartment,-10791,-2478,1,0,1,1,Accountants,3,-36
3255,F,N,Y,1,90000,Working,Higher education,Married,House / apartment,-10520,-2378,1,0,0,0,Laborers,3,-19
3256,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10448,-3392,1,1,1,1,Realty agents,3,-6
3257,F,N,Y,0,211500,Pensioner,Secondary / secondary special,Married,House / apartment,-22635,365243,1,0,0,0,,2,-24
3258,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14346,-302,1,0,0,0,,2,-36
3259,F,N,Y,0,211500,Pensioner,Secondary / secondary special,Married,House / apartment,-21628,365243,1,0,0,0,,2,-24
3260,F,N,Y,0,90000,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2,-41
3261,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-23118,365243,1,0,1,0,,2,-25
3262,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-11097,-1595,1,1,0,0,Managers,3,-24
3263,F,N,Y,1,90000,Working,Higher education,Single / not married,House / apartment,-16154,-2178,1,0,0,0,Core staff,2,-29
3264,F,N,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,-14137,-3552,1,0,0,1,Accountants,3,-20
3265,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,2,-34
3266,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17685,-3413,1,0,1,0,Drivers,2,-25
3267,F,N,Y,1,675000,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,3,-45
3268,F,N,Y,0,225000,Working,Secondary / secondary special,Married,Office apartment,-19064,-3907,1,1,1,0,,2,-1
3269,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21031,365243,1,0,0,0,,2,-19
3270,F,N,Y,0,101250,Pensioner,Secondary / secondary special,Widow,House / apartment,-22059,365243,1,0,1,0,,1,-3
3271,F,N,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,-14400,-2512,1,0,0,0,Medicine staff,3,-55
3272,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2,-25
3273,M,Y,Y,0,76500,Working,Secondary / secondary special,Married,House / apartment,-18177,-2263,1,1,1,0,Laborers,2,-40
3274,F,N,N,0,247500,State servant,Higher education,Married,House / apartment,-11696,-2905,1,0,0,0,Core staff,2,-17
3275,F,Y,N,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,-22983,365243,1,0,0,0,,2,-15
3276,M,Y,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,4,-25
3277,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2,-10
3278,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-15801,-576,1,0,0,0,Managers,4,-19
3279,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-20268,365243,1,0,0,0,,2,-4
3280,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,1,0,Sales staff,1,-1
3281,F,Y,Y,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-19046,-5618,1,0,0,0,Laborers,1,-24
3282,F,N,N,0,162000,Working,Secondary / secondary special,Married,House / apartment,-16925,-1648,1,1,0,0,High skill tech staff,2,-44
3283,F,N,N,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,2,-27
3284,M,Y,Y,1,900000,Working,Secondary / secondary special,Married,Co-op apartment,-15344,-1101,1,0,0,0,Managers,3,-29
3285,F,N,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,-23483,365243,1,0,0,0,,2,-18
3286,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18524,-1707,1,0,0,0,,2,-19
3287,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-23364,365243,1,0,1,0,,2,-39
3288,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16922,-1386,1,0,0,0,Realty agents,2,-22
3289,M,Y,N,1,202500,Working,Secondary / secondary special,Married,With parents,-11942,-3638,1,0,1,0,Sales staff,3,-29
3290,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19791,-3172,1,0,1,0,,1,-48
3291,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2,-38
3292,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Sales staff,2,-12
3293,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,-14451,-1989,1,0,0,0,Sales staff,3,-23
3294,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,1,1,1,0,,2,-6
3295,F,Y,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-15137,-2734,1,0,1,0,,4,-27
3296,M,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-15171,-1508,1,0,0,0,Drivers,3,-13
3297,F,N,Y,0,360000,State servant,Secondary / secondary special,Married,House / apartment,-19070,-10490,1,0,0,0,Accountants,2,-45
3298,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-20037,-2349,1,1,1,0,Drivers,2,-59
3299,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14904,-693,1,0,0,0,Sales staff,2,-16
3300,F,Y,Y,0,202500,Working,Higher education,Civil marriage,House / apartment,-15978,-3472,1,1,1,0,Core staff,2,-8
3301,M,Y,Y,1,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-11533,-746,1,0,0,0,Drivers,2,-9
3302,M,Y,N,2,130500,Working,Secondary / secondary special,Married,House / apartment,-9076,-1281,1,0,0,0,Laborers,4,-6
3303,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-21149,-11884,1,1,0,0,Laborers,2,-43
3304,F,N,Y,0,112500,Working,Higher education,Single / not married,House / apartment,-14446,-3161,1,0,0,0,,1,-14
3305,F,Y,N,0,126000,Pensioner,Higher education,Civil marriage,House / apartment,-24932,365243,1,0,1,0,,2,-36
3306,F,N,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2,-39
3307,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-22115,365243,1,0,1,0,,2,-29
3308,F,N,N,0,117000,State servant,Secondary / secondary special,Single / not married,House / apartment,-8852,-870,1,0,0,0,HR staff,1,-14
3309,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1,-39
3310,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,1,-31
3311,F,Y,Y,0,76500,State servant,Secondary / secondary special,Married,House / apartment,-19395,-3156,1,1,1,0,Core staff,2,-2
3312,F,N,N,0,117000,Working,Higher education,Married,House / apartment,-19300,-2143,1,1,1,0,,2,-45
3313,M,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,-15416,-1688,1,1,1,0,,2,-21
3314,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3,-14
3315,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-10647,-1610,1,0,0,0,Laborers,2,-47
3316,F,N,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,-11894,-1106,1,0,0,0,,2,-9
3317,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,-16221,-6903,1,1,1,0,Laborers,4,-26
3318,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-13217,-98,1,0,1,0,Sales staff,2,-4
3319,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21369,365243,1,0,1,0,,2,-55
3320,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20551,-2057,1,1,1,0,,2,-50
